state	Year	tax_state	tax_revenue	tax_dollar	sales_per_capita	tax_percent	cost_per_pack	index	price_cpi
Connecticut	1975	0.21	71458000	0.29	110.2	50.4	0.576	53.81666666666667	2.461690925983276
Connecticut	1976	0.21	73701000	0.29	113.4	49.7	0.584	56.90833333333333	2.360287011275443
Connecticut	1977	0.21	76803000	0.29	117.3	47	0.617	60.608333333333334	2.341427196480132
Connecticut	1978	0.21	76700000	0.29	117.5	45	0.644	65.23333333333333	2.2706182933060806
Connecticut	1979	0.21	76544000	0.29	117.4	43.3	0.67	72.575	2.123320702721323
Connecticut	1980	0.21	77161000	0.29	118	36.2	0.801	82.40833333333333	2.2355748811811105
Connecticut	1981	0.21	75961000	0.29	116.4	33.9	0.856	90.925	2.1653010723123454
Connecticut	1982	0.21	75483000	0.29	114.7	30.3	0.956	96.5	2.2785492227979276
Connecticut	1983	0.21	75564000	0.42	114.1	37	1.135	99.6	2.6209839357429723
Connecticut	1984	0.26	90454000	0.42	112.5	35.4	1.186	103.88333333333333	2.625830258302583
Connecticut	1985	0.26	90922000	0.42	111	35.4	1.185	107.56666666666666	2.5337775023241407
Connecticut	1986	0.26	89483000	0.42	108.5	34.2	1.227	109.60833333333333	2.574712993233483
Connecticut	1987	0.26	90031000	0.42	109	32.3	1.297	113.625	2.625390539053905
Connecticut	1988	0.26	88352000	0.42	104.8	29.6	1.42	118.25833333333333	2.7617504051863855
Connecticut	1989	0.4	97623000	0.56	100.6	31.4	1.712	123.96666666666667	3.1763377251949447
Connecticut	1990	0.4	119516086	0.56	91.5	33	1.695	130.65833333333333	2.9837362076663054
Connecticut	1991	0.4	114506710	0.65	86.7	33.6	1.935	136.19166666666666	3.2678210854800223
Connecticut	1992	0.4	120786957	0.65	83.6	32.1	2.023	140.31666666666666	3.315999524884191
Connecticut	1993	0.45	117494262	0.71	79.1	34.5	2.056	144.45833333333334	3.2734698586674353
Connecticut	1994	0.45	119272088	0.74	76.6	36	2.054	148.225	3.1871816495193115
Connecticut	1995	0.47	129752865	0.74	79.3	35.9	2.063	152.38333333333333	3.113791972000438
Connecticut	1996	0.5	124388937	0.74	76	35.5	2.085	156.85	3.0573796620975453
Connecticut	1997	0.5	123589875	0.74	75.9	34	2.179	160.51666666666665	3.1222302979960546
Connecticut	1998	0.5	123618156	0.74	75.5	31.3	2.365	163.00833333333333	3.3369459639077763
Connecticut	1999	0.5	120025312	0.74	73.4	23.7	3.123	166.575	4.312111661413779
Connecticut	2000	0.5	117215187	0.84	71.4	26.3	3.192	172.2	4.263414634146342
Connecticut	2001	0.5	117001000	0.84	68.7	23.7	3.545	177.06666666666666	4.604762801204819
Connecticut	2002	1.11	151324307	1.5	66.4	34.7	4.318	179.875	5.521278665740097
Connecticut	2003	1.51	251978914	1.9	59.7	40.6	4.684	183.95833333333334	5.856326160815402
Connecticut	2004	1.51	279555397	1.9	53.1	40.4	4.708	188.88333333333333	5.7328509662048885
Connecticut	2005	1.51	270187452	1.9	49.9	40.1	4.733	195.29166666666666	5.5741753787070625
Connecticut	2006	1.51	269670000	1.9	50.9	40.7	4.67	201.59166666666667	5.328097226241164
Connecticut	2007	1.51	264019838	2.39	50.5	44.6	5.358	207.34241666666668	5.943501671349607
Connecticut	2008	2	331970817	2.89	47.4	51.8	5.584	215.3025	5.9651885138351854
Connecticut	2009	2	321568623	4.01	45.9	53.7	7.474	214.537	8.012697110521728
Connecticut	2010	3	382087683	4.01	40.8	53.1	7.548	218.0555	7.961459353238053
Connecticut	2011	3	389770000	4.41	36.3	55.1	8.005	224.93916666666667	8.18510189792055
Connecticut	2012	3.4	410490194	4.41	33.5	52.9	8.329	229.59391666666667	8.343731523084054
Connecticut	2013	3.4	382919319	4.41	31.4	53.7	8.214	232.95708333333334	8.109734089075777
Connecticut	2014	3.4	367577400	4.41	30.1	53.7	8.211	236.73616666666666	7.9773615776212194
Connecticut	2015	3.4	350286669	4.66	28.6	54.2	8.6	237.017	8.345392946497508
Connecticut	2016	3.65	364451380	4.91	28.3	55.2	8.892	240.00716666666668	8.52124554613994
Connecticut	2017	3.9	369918221	4.91	26.5	53.1	9.254	245.11958333333334	8.683190347568448
Connecticut	2018	4.35	355589691	5.36	23.8	55	9.753	251.10683333333333	8.933209702908655
Delaware	1970	0.11	9328000	0.19	155	46	0.413	38.825	2.446619446233097
Delaware	1971	0.11	9805000	0.22	161.1	49.2	0.447	40.49166666666667	2.5390409549289976
Delaware	1972	0.14	11983000	0.22	156.3	50	0.44	41.81666666666666	2.420087684336389
Delaware	1973	0.14	12236000	0.22	154.7	49.8	0.442	44.4	2.2896396396396397
Delaware	1974	0.14	12206000	0.22	151.3	47.9	0.459	49.30833333333334	2.1410174074700015
Delaware	1975	0.14	11847000	0.22	147.6	43.9	0.501	53.81666666666667	2.141158253329204
Delaware	1976	0.14	12409000	0.22	153	42.6	0.517	56.90833333333333	2.089500658954459
Delaware	1977	0.14	12493000	0.22	153.3	37.5	0.587	60.608333333333334	2.2275814656950366
Delaware	1978	0.14	12672000	0.22	155.5	36.7	0.6	65.23333333333333	2.115482881962187
Delaware	1979	0.14	12260000	0.22	150.2	35.1	0.627	72.575	1.9870478815018946
Delaware	1980	0.14	12261000	0.22	150.5	33.3	0.66	82.40833333333333	1.842046718576196
Delaware	1981	0.14	12714000	0.22	152.6	29.7	0.741	90.925	1.8744019796535605
Delaware	1982	0.14	12904000	0.22	154.1	26.8	0.82	96.5	1.95440414507772
Delaware	1983	0.14	12605000	0.3	149.6	32.9	0.911	99.6	2.1037148594377513
Delaware	1984	0.14	12278000	0.3	144	30.4	0.987	103.88333333333333	2.1852398523985244
Delaware	1985	0.14	12518000	0.3	144.5	28.5	1.052	107.56666666666666	2.249395723582275
Delaware	1986	0.14	12569000	0.3	142.4	26.9	1.114	109.60833333333333	2.3375959857066833
Delaware	1987	0.14	12441583	0.3	141	25.2	1.193	113.625	2.4148734873487347
Delaware	1988	0.14	12472294	0.3	137.1	24.2	1.24	118.25833333333333	2.4116693679092385
Delaware	1989	0.14	12115228	0.3	131.7	21.4	1.4	123.96666666666667	2.5974724388276416
Delaware	1990	0.14	11701261	0.35	127.2	24.4	1.432	130.65833333333333	2.5207730084826836
Delaware	1991	0.14	17463430	0.44	118.8	25.1	1.747	136.19166666666666	2.9503273572783457
Delaware	1992	0.24	19489890	0.44	120	23.4	1.879	140.31666666666666	3.079961990735242
Delaware	1993	0.24	20003796	0.48	123.8	31.5	1.525	144.45833333333334	2.4280357657917504
Delaware	1994	0.24	20705148	0.48	126.1	29.9	1.607	148.225	2.4935739585090233
Delaware	1995	0.24	21475896	0.48	127.2	28.4	1.691	152.38333333333333	2.5523132451055455
Delaware	1996	0.24	21924220	0.48	128.3	27.9	1.719	156.85	2.5206885559451706
Delaware	1997	0.24	21609756	0.48	124.1	26.8	1.792	160.51666666666665	2.567708441491019
Delaware	1998	0.24	23095680	0.48	132.8	24.2	1.983	163.00833333333333	2.797955114769184
Delaware	1999	0.24	24551400	0.48	139.5	17.4	2.762	166.575	3.8136575116313978
Delaware	2000	0.24	25956720	0.58	140.7	20.1	2.887	172.2	3.8560394889663185
Delaware	2001	0.24	26588160	0.58	141.4	18.3	3.171	177.06666666666666	4.118957078313253
Delaware	2002	0.24	27218880	0.63	142.4	19.5	3.23	179.875	4.130090340514246
Delaware	2003	0.24	35223120	0.94	184.2	26.6	3.532	183.95833333333334	4.4159999999999995
Delaware	2004	0.55	72607229	0.94	176	27.6	3.411	188.88333333333333	4.153516279890585
Delaware	2005	0.55	82412306	0.94	178.8	27	3.484	195.29166666666666	4.10319607424792
Delaware	2006	0.55	86091401	0.94	183.6	26.4	3.56	201.59166666666667	4.061675829854078
Delaware	2007	0.55	88005886	1.54	185.2	36.3	4.239	207.34241666666668	4.70222164704199
Delaware	2008	1.15	118708899	1.54	133.3	36.5	4.215	215.3025	4.502734524680392
Delaware	2009	1.15	125387267	2.61	122.8	48.8	5.351	214.537	5.736679453893734
Delaware	2010	1.6	128799000	2.61	95	46.8	5.577	218.0555	5.88249321846961
Delaware	2011	1.6	125650238	2.61	87.6	46.4	5.621	224.93916666666667	5.747465055366821
Delaware	2012	1.6	122961514	2.61	84.9	44.7	5.833	229.59391666666667	5.843316841655575
Delaware	2013	1.6	112948060	2.61	77.1	45	5.8	232.95708333333334	5.726376639474009
Delaware	2014	1.6	105258270	2.61	71.2	44.9	5.818	236.73616666666666	5.652452765631501
Delaware	2015	1.6	104697728	2.61	70.1	44.5	5.86	237.017	5.686511937962256
Delaware	2016	1.6	102862770	2.61	68.1	43.6	5.993	240.00716666666668	5.743120170717124
Delaware	2017	1.6	110384640	3.11	72.6	47	6.618	245.11958333333334	6.209785359866868
Delaware	2018	2.1	122111640	3.11	64.2	45.4	6.846	251.10683333333333	6.27055814888882
District of Columbia	1970	0.04	5801000	0.12	200.4	36.8	0.326	38.825	1.9312298776561494
District of Columbia	1971	0.04	6416000	0.12	213	35.6	0.337	40.49166666666667	1.9142210331343898
District of Columbia	1972	0.04	6532000	0.12	220.6	34.8	0.345	41.81666666666666	1.897568752491032
District of Columbia	1973	0.06	8022000	0.14	209.4	38.9	0.36	44.4	1.8648648648648647
District of Columbia	1974	0.06	8165000	0.14	182.7	35.5	0.394	49.30833333333334	1.837823221226973
District of Columbia	1975	0.06	7640000	0.14	176.5	29.3	0.478	53.81666666666667	2.0428615670486217
District of Columbia	1976	0.1	10137000	0.21	167.7	40.5	0.519	56.90833333333333	2.097583833650608
District of Columbia	1977	0.13	12669000	0.21	136.7	35.1	0.598	60.608333333333334	2.269324900316238
District of Columbia	1978	0.13	11640000	0.21	130.3	35.4	0.593	65.23333333333333	2.0908022483392945
District of Columbia	1979	0.13	11201000	0.21	128.5	32	0.656	72.575	2.0789528074405785
District of Columbia	1980	0.13	11007000	0.21	129.7	30.4	0.69	82.40833333333333	1.9257761148751138
District of Columbia	1981	0.13	10873000	0.21	131.9	28.1	0.748	90.925	1.8921088809458344
District of Columbia	1982	0.13	10782000	0.21	132	24.3	0.863	96.5	2.0568911917098447
District of Columbia	1983	0.13	10260000	0.29	124.5	29.4	0.985	99.6	2.2745983935742973
District of Columbia	1984	0.13	9987000	0.29	124.6	28.9	1.004	103.88333333333333	2.222878228782288
District of Columbia	1985	0.13	9874000	0.29	122.1	26.5	1.093	107.56666666666666	2.3370622869538273
District of Columbia	1986	0.13	9500000	0.29	117.2	25.8	1.125	109.60833333333333	2.360678172280088
District of Columbia	1987	0.17	9595000	0.33	113	27.7	1.19	113.625	2.4088008800880085
District of Columbia	1988	0.17	10930000	0.33	105.4	24.3	1.359	118.25833333333333	2.6431118314424635
District of Columbia	1989	0.17	10717000	0.33	101.1	22.6	1.457	123.96666666666667	2.7032266738370527
District of Columbia	1990	0.17	8916000	0.33	84.1	23	1.433	130.65833333333333	2.5225333248293897
District of Columbia	1991	0.17	8439000	0.5	82.2	26.7	1.874	136.19166666666666	3.164804503457138
District of Columbia	1992	0.17	14272000	0.7	82.6	33	2.121	140.31666666666666	3.476636180068892
District of Columbia	1993	0.5	20611000	0.89	68	41.8	2.131	144.45833333333334	3.392881453706374
District of Columbia	1994	0.5	21412000	0.89	54.1	40.1	2.219	148.225	3.443211334120425
District of Columbia	1995	0.65	21623000	0.89	57.9	38.2	2.332	152.38333333333333	3.5198075030077653
District of Columbia	1996	0.65	20596000	0.89	56	38.6	2.304	156.85	3.3785145043034746
District of Columbia	1997	0.65	19199000	0.89	54.3	37.6	2.365	160.51666666666665	3.3887446786418862
District of Columbia	1998	0.65	17952000	0.89	50.9	35.1	2.533	163.00833333333333	3.573989059864015
District of Columbia	1999	0.65	17420000	0.89	50.8	27.5	3.24	166.575	4.473660513282306
District of Columbia	2000	0.65	17050000	0.99	50.2	27.9	3.554	172.2	4.746922183507549
District of Columbia	2001	0.65	16329000	0.99	43.9	26.7	3.714	177.06666666666666	4.824284638554217
District of Columbia	2002	0.65	16465000	1.04	44.4	27.3	3.811	179.875	4.872995135510772
District of Columbia	2003	1	20488000	1.39	45.6	33.9	4.104	183.95833333333334	5.13116194790487
District of Columbia	2004	1	21633000	1.39	38.4	33.1	4.197	188.88333333333333	5.110615018088767
District of Columbia	2005	1	20674000	1.39	37.3	32.7	4.256	195.29166666666666	5.01240025602731
District of Columbia	2006	1	23219000	1.39	42.2	32.8	4.235	201.59166666666667	4.831796949278658
District of Columbia	2007	1	22167000	1.39	38.1	32.3	4.3	207.34241666666668	4.769887492871092
District of Columbia	2008	1	22865000	2.39	38.1	46.9	5.096	215.3025	5.443875477525807
District of Columbia	2009	2	33245000	3.51	33.4	52.5	6.688	214.537	7.170045260258137
District of Columbia	2010	2.5	32258549	3.51	23.1	49.2	7.13	218.0555	7.520562425621001
District of Columbia	2011	2.5	36360219	3.87	24.2	54.4	7.113	224.93916666666667	7.273033079314037
District of Columbia	2012	2.86	34148060	3.87	20	52.5	7.366	229.59391666666667	7.379028262580999
District of Columbia	2013	2.86	34304210	3.87	18.6	52.4	7.39	232.95708333333334	7.296193683743607
District of Columbia	2014	2.86	30467365	3.87	16.2	52.9	7.312	236.73616666666666	7.103942011395246
District of Columbia	2015	2.9	30616929	3.91	15.8	52.1	7.509	237.017	7.28669251572672
District of Columbia	2016	2.91	29405456	3.93	14.8	51	7.704	240.00716666666668	7.3827795419997875
District of Columbia	2017	2.92	26237239	3.95	13.2	49.8	7.936	245.11958333333334	7.446487853717658
District of Columbia	2018	2.94	26287476	5.95	12.9	60.3	9.863	251.10683333333333	9.033963631681335
Florida	1970	0.15	117819000	0.23	123.6	52.5	0.438	38.825	2.5947198969735994
Florida	1971	0.15	126319000	0.25	123	53.4	0.468	40.49166666666667	2.6583247581806955
Florida	1972	0.17	151859000	0.25	126	52.7	0.474	41.81666666666666	2.607094459944201
Florida	1973	0.17	163632000	0.25	132.6	52	0.481	44.4	2.4916666666666667
Florida	1974	0.17	177469000	0.25	136	48.4	0.517	49.30833333333334	2.4115599121176268
Florida	1975	0.17	181452000	0.25	131.9	44.7	0.559	53.81666666666667	2.3890368535150204
Florida	1976	0.17	185059000	0.25	130.3	44.7	0.559	56.90833333333333	2.2592473275735836
Florida	1977	0.17	190607000	0.29	133.1	43.7	0.663	60.608333333333334	2.515990650350612
Florida	1978	0.21	236587000	0.29	133.4	43.6	0.665	65.23333333333333	2.3446601941747574
Florida	1979	0.21	244444000	0.29	135.4	41.6	0.698	72.575	2.2120564932828106
Florida	1980	0.21	258648000	0.29	139	39.8	0.728	82.40833333333333	2.0318333501870764
Florida	1981	0.21	271618000	0.29	132.8	36.7	0.79	90.925	1.9983502886994775
Florida	1982	0.21	281771000	0.29	131.8	32	0.905	96.5	2.15699481865285
Florida	1983	0.21	278995000	0.37	127.6	37.3	0.993	99.6	2.2930722891566266
Florida	1984	0.21	283263000	0.37	124.7	35.5	1.042	103.88333333333333	2.3070110701107014
Florida	1985	0.21	291172000	0.37	124.2	32.5	1.138	107.56666666666666	2.433281685776263
Florida	1986	0.21	295577556	0.4	124.7	33.1	1.208	109.60833333333333	2.534843761879419
Florida	1987	0.24	351727705	0.4	125.1	30.5	1.305	113.625	2.6415841584158413
Florida	1988	0.24	350159584	0.4	119.5	28.6	1.398	118.25833333333333	2.718962722852512
Florida	1989	0.24	341991205	0.4	113.8	26.5	1.501	123.96666666666667	2.7848615219144928
Florida	1990	0.24	330390606	0.499	110.1	28.5	1.748	130.65833333333333	3.0770329740417117
Florida	1991	0.24	443173112	0.539	98.2	28.8	1.87	136.19166666666666	3.158049317750719
Florida	1992	0.339	430165803	0.539	95.9	27.8	1.937	140.31666666666666	3.175032664211902
Florida	1993	0.339	427857405	0.579	96.8	33.7	1.716	144.45833333333334	2.732137294490914
Florida	1994	0.339	428232716	0.579	93.6	33.4	1.733	148.225	2.6890875358407826
Florida	1995	0.339	447593128	0.579	95.4	32.2	1.798	152.38333333333333	2.7138138466586463
Florida	1996	0.339	439057697	0.579	91.8	31.7	1.827	156.85	2.679056423334396
Florida	1997	0.339	454116714	0.579	93	30.2	1.918	160.51666666666665	2.748250441283356
Florida	1998	0.339	447713978	0.579	91.7	26.9	2.156	163.00833333333333	3.04205306477174
Florida	1999	0.339	438240758	0.579	88.2	20.2	2.863	166.575	3.9531142128170496
Florida	2000	0.339	426268878	0.679	82.5	22.5	3.023	172.2	4.037688734030198
Florida	2001	0.339	425732302	0.679	78.6	20.4	3.324	177.06666666666666	4.31769578313253
Florida	2002	0.339	432429797	0.729	77.9	21.5	3.391	179.875	4.3359555246699095
Florida	2003	0.339	426546465	0.729	76.7	22	3.312	183.95833333333334	4.1409377123442805
Florida	2004	0.339	427985959	0.729	74.2	22.5	3.247	188.88333333333333	3.953816288714374
Florida	2005	0.339	443845242	0.729	75.3	21.2	3.433	195.29166666666666	4.043132067420525
Florida	2006	0.339	432823038	0.729	71.9	21.2	3.435	201.59166666666667	3.9190608077384153
Florida	2007	0.339	428877036	0.729	69.9	20.2	3.606	207.34241666666668	4.00004983704492
Florida	2008	0.339	410912748	0.729	67.9	20.4	3.566	215.3025	3.8094309169656646
Florida	2009	0.339	426710826	2.349	70.6	42.9	5.475	214.537	5.869616895920051
Florida	2010	1.339	1242236429	2.349	50	42.5	5.527	218.0555	5.829754351529772
Florida	2011	1.339	1250816674	2.349	49.7	42.6	5.519	224.93916666666667	5.643170190458902
Florida	2012	1.339	1171575000	2.349	45.9	42.3	5.549	229.59391666666667	5.558814530146886
Florida	2013	1.339	1146480000	2.349	44.3	42.2	5.572	232.95708333333334	5.501270799163652
Florida	2014	1.339	1109443220	2.349	42.4	42.3	5.548	236.73616666666666	5.39013543205974
Florida	2015	1.339	1116457891	2.349	41.9	40.9	5.744	237.017	5.573946172637405
Florida	2016	1.339	1127472852	2.349	41.5	40.6	5.789	240.00716666666668	5.547626008390027
Florida	2017	1.339	1120838366	2.349	40.6	39.1	6.006	245.11958333333334	5.635535036470294
Florida	2018	1.339	1079117307	2.349	38.4	38.3	6.13	251.10683333333333	5.614741667059373
Georgia	1970	0.08	40789310	0.16	109.9	44.7	0.358	38.825	2.120798454603992
Georgia	1971	0.12	49778215	0.2	115.7	48.9	0.409	40.49166666666667	2.3231940728544966
Georgia	1972	0.12	65455470	0.2	117	47.2	0.424	41.81666666666666	2.332084495815066
Georgia	1973	0.12	67860659	0.2	119.8	47.2	0.424	44.4	2.196396396396396
Georgia	1974	0.12	71030901	0.2	123.7	44.9	0.445	49.30833333333334	2.0757140442791955
Georgia	1975	0.12	72017668	0.2	122.9	41.8	0.479	53.81666666666667	2.0471353360173428
Georgia	1976	0.12	74434653	0.2	125.9	40.4	0.495	56.90833333333333	2.0005857372968223
Georgia	1977	0.12	75841237	0.2	127.9	36.6	0.547	60.608333333333334	2.075787157981576
Georgia	1978	0.12	78514059	0.2	130.6	35.3	0.566	65.23333333333333	1.9956055186509962
Georgia	1979	0.12	79159343	0.2	131	33.7	0.593	72.575	1.8792972786772304
Georgia	1980	0.12	81529217	0.2	134	31.9	0.626	82.40833333333333	1.7471534027707554
Georgia	1981	0.12	85549591	0.2	131.7	29.5	0.678	90.925	1.715039868023096
Georgia	1982	0.12	86890317	0.2	131.2	25.3	0.789	96.5	1.880518134715026
Georgia	1983	0.12	86120722	0.28	128.6	32.3	0.868	99.6	2.0044176706827312
Georgia	1984	0.12	86489648	0.28	126.3	30.9	0.907	103.88333333333333	2.008118081180812
Georgia	1985	0.12	90152759	0.28	128.8	28	1.001	107.56666666666666	2.140347071583514
Georgia	1986	0.12	91320117	0.28	129	27	1.039	109.60833333333333	2.1802174408880104
Georgia	1987	0.12	91904935	0.28	129.3	25.7	1.092	113.625	2.2104290429042903
Georgia	1988	0.12	92494239	0.28	124.1	22.9	1.224	118.25833333333333	2.380551053484603
Georgia	1989	0.12	89778112	0.28	117.1	21.1	1.323	123.96666666666667	2.454611454692121
Georgia	1990	0.12	86697410	0.28	113.8	20.3	1.382	130.65833333333333	2.4327571911473944
Georgia	1991	0.12	85503524	0.32	109.6	20.1	1.595	136.19166666666666	2.693630300434437
Georgia	1992	0.12	85101224	0.32	109.2	19.1	1.672	140.31666666666666	2.7406580353961276
Georgia	1993	0.12	86596441	0.36	109.2	24.4	1.478	144.45833333333334	2.353204499567349
Georgia	1994	0.12	86833821	0.36	107.8	23.4	1.538	148.225	2.3865069994940127
Georgia	1995	0.12	82956521	0.36	100.3	23.1	1.561	152.38333333333333	2.3560975609756096
Georgia	1996	0.12	87807683	0.36	102.7	22.7	1.589	156.85	2.330060567421103
Georgia	1997	0.12	88830820	0.36	100.6	21.3	1.687	160.51666666666665	2.4172567749974045
Georgia	1998	0.12	88635996	0.36	100.5	19.1	1.88	163.00833333333333	2.6526251214150607
Georgia	1999	0.12	87120120	0.36	97.1	14	2.574	166.575	3.5540747411076095
Georgia	2000	0.12	84389385	0.46	88.1	16	2.878	172.2	3.8440185830429736
Georgia	2001	0.12	83450171	0.46	85.9	15	3.069	177.06666666666666	3.986464608433735
Georgia	2002	0.12	79538401	0.51	79.5	16.2	3.156	179.875	4.035469075747047
Georgia	2003	0.12	83606208	0.76	83.1	23	3.309	183.95833333333334	4.137186862967157
Georgia	2004	0.37	219060809	0.76	68.1	22.6	3.362	188.88333333333333	4.093849819112327
Georgia	2005	0.37	231565881	0.76	70.2	21.8	3.483	195.29166666666666	4.1020183486238535
Georgia	2006	0.37	229086518	0.76	68.2	21.7	3.498	201.59166666666667	3.9909387788847095
Georgia	2007	0.37	224122904	0.76	64.7	20.8	3.655	207.34241666666668	4.054404368940428
Georgia	2008	0.37	217615500	0.76	61.6	20.9	3.638	215.3025	3.8863459551096713
Georgia	2009	0.37	210616950	1.38	58.8	30.5	4.531	214.537	4.857577014687442
Georgia	2010	0.37	201281850	1.38	55.3	30.2	4.573	218.0555	4.823496770317649
Georgia	2011	0.37	194648490	1.38	54.3	29.8	4.637	224.93916666666667	4.741326358608068
Georgia	2012	0.37	192791460	1.38	53.1	30.6	4.506	229.59391666666667	4.513969773444201
Georgia	2013	0.37	182965037	1.38	49.9	30.2	4.563	232.95708333333334	4.5050787251586035
Georgia	2014	0.37	181007346	1.38	49	28.8	4.793	236.73616666666666	4.656618443738705
Georgia	2015	0.37	176620010	1.38	47.3	28.6	4.82	237.017	4.677301628153255
Georgia	2016	0.37	178868901	1.38	47.3	28.1	4.919	240.00716666666668	4.7139009043479945
Georgia	2017	0.37	173981707	1.38	45.6	27.6	5.005	245.11958333333334	4.696279197058578
