state	Year	tax_state	tax_revenue	tax_dollar	sales_per_capita	tax_percent	cost_per_pack	index	price_cpi
Connecticut	1976	0.21	73701000	0.29	113.4	49.7	0.584	56.90833333333333	2.3561103294772296
Connecticut	1977	0.21	76803000	0.29	117.3	47	0.617	60.608333333333334	2.3372838883541864
Connecticut	1978	0.21	76700000	0.29	117.5	45	0.644	65.23333333333333	2.266600286152274
Connecticut	1979	0.21	76544000	0.29	117.4	43.3	0.67	72.575	2.1195633482604204
Connecticut	1980	0.21	77161000	0.29	118	36.2	0.801	82.40833333333333	2.231618885630499
Connecticut	1981	0.21	75961000	0.29	116.4	33.9	0.856	90.925	2.161469430849601
Connecticut	1982	0.21	75483000	0.29	114.7	30.3	0.956	96.5	2.27451718134715
Connecticut	1983	0.21	75564000	0.42	114.1	37	1.135	99.6	2.6163459337349395
Connecticut	1984	0.26	90454000	0.42	112.5	35.4	1.186	103.88333333333333	2.6211836804107174
Connecticut	1985	0.26	90922000	0.42	111	35.4	1.185	107.56666666666666	2.5292938177874187
Connecticut	1986	0.26	89483000	0.42	108.5	34.2	1.227	109.60833333333333	2.5701568706758913
Connecticut	1987	0.26	90031000	0.42	109	32.3	1.297	113.625	2.620744739273927
Connecticut	1988	0.26	88352000	0.42	104.8	29.6	1.42	118.25833333333333	2.7568633077302516
Connecticut	1989	0.4	97623000	0.56	100.6	31.4	1.712	123.96666666666667	3.1707169884377517
Connecticut	1990	0.4	119516086	0.56	91.5	33	1.695	130.65833333333333	2.978456291855348
Connecticut	1991	0.4	114506710	0.65	86.7	33.6	1.935	136.19166666666666	3.262038462950499
Connecticut	1992	0.4	120786957	0.65	83.6	32.1	2.023	140.31666666666666	3.3101316474640696
Connecticut	1993	0.45	117494262	0.71	79.1	34.5	2.056	144.45833333333334	3.267677240265359
Connecticut	1994	0.45	119272088	0.74	76.6	36	2.054	148.225	3.1815417237308146
Connecticut	1995	0.47	129752865	0.74	79.3	35.9	2.063	152.38333333333333	3.1082819140325935
Connecticut	1996	0.5	124388937	0.74	76	35.5	2.085	156.85	3.051969429391138
Connecticut	1997	0.5	123589875	0.74	75.9	34	2.179	160.51666666666665	3.1167053078600353
Connecticut	1998	0.5	123618156	0.74	75.5	31.3	2.365	163.00833333333333	3.33104102039773
Connecticut	1999	0.5	120025312	0.74	73.4	23.7	3.123	166.575	4.304481098604233
Connecticut	2000	0.5	117215187	0.84	71.4	26.3	3.192	172.2	4.255870243902439
Connecticut	2001	0.5	117001000	0.84	68.7	23.7	3.545	177.06666666666666	4.59661437311747
Connecticut	2002	1.11	151324307	1.5	66.4	34.7	4.318	179.875	5.511508403057678
Connecticut	2003	1.51	251978914	1.9	59.7	40.6	4.684	183.95833333333334	5.845963009739523
Connecticut	2004	1.51	279555397	1.9	53.1	40.4	4.708	188.88333333333333	5.722706312538604
Connecticut	2005	1.51	270187452	1.9	49.9	40.1	4.733	195.29166666666666	5.564311511841263
Connecticut	2006	1.51	269670000	1.9	50.9	40.7	4.67	201.59166666666667	5.318668810714728
Connecticut	2007	1.51	264019838	2.39	50.5	44.6	5.358	207.34241666666668	5.932984257522479
Connecticut	2008	2	331970817	2.89	47.4	51.8	5.584	215.3025	5.95463272372592
Connecticut	2009	2	321568623	4.01	45.9	53.7	7.474	214.537	7.998518120417457
Connecticut	2010	3	382087683	4.01	40.8	53.1	7.548	218.0555	7.947371031686887
Connecticut	2011	3	389770000	4.41	36.3	55.1	8.005	224.93916666666667	8.170617826301186
Connecticut	2012	3.4	410490194	4.41	33.5	52.9	8.329	229.59391666666667	8.328966745997553
Connecticut	2013	3.4	382919319	4.41	31.4	53.7	8.214	232.95708333333334	8.095383385709455
Connecticut	2014	3.4	367577400	4.41	30.1	53.7	8.211	236.73616666666666	7.963245116046908
Connecticut	2015	3.4	350286669	4.66	28.6	54.2	8.6	237.017	8.330625229413924
Connecticut	2016	3.65	364451380	4.91	28.3	55.2	8.892	240.00716666666668	8.50616664641264
Connecticut	2017	3.9	369918221	4.91	26.5	53.1	9.254	245.11958333333334	8.667824875953404
Connecticut	2018	4.35	355589691	5.36	23.8	55	9.753	251.10683333333333	8.917401805738725
Delaware	1970	0.11	9328000	0.19	155	46	0.413	38.825	2.4422899935608497
Delaware	1971	0.11	9805000	0.22	161.1	49.2	0.447	40.49166666666667	2.5345479563696234
Delaware	1972	0.14	11983000	0.22	156.3	50	0.44	41.81666666666666	2.4158051813471504
Delaware	1973	0.14	12236000	0.22	154.7	49.8	0.442	44.4	2.2855879729729733
Delaware	1974	0.14	12206000	0.22	151.3	47.9	0.459	49.30833333333334	2.137228737535913
Delaware	1975	0.14	11847000	0.22	147.6	43.9	0.501	53.81666666666667	2.137369334159182
Delaware	1976	0.14	12409000	0.22	153	42.6	0.517	56.90833333333333	2.0858031512666573
Delaware	1977	0.14	12493000	0.22	153.3	37.5	0.587	60.608333333333334	2.2236396150144366
Delaware	1978	0.14	12672000	0.22	155.5	36.7	0.6	65.23333333333333	2.11173939703628
Delaware	1979	0.14	12260000	0.22	150.2	35.1	0.627	72.575	1.9835316706854975
Delaware	1980	0.14	12261000	0.22	150.5	33.3	0.66	82.40833333333333	1.8387870967741937
Delaware	1981	0.14	12714000	0.22	152.6	29.7	0.741	90.925	1.8710851031069562
Delaware	1982	0.14	12904000	0.22	154.1	26.8	0.82	96.5	1.9509456994818652
Delaware	1983	0.14	12605000	0.3	149.6	32.9	0.911	99.6	2.0999921987951806
Delaware	1984	0.14	12278000	0.3	144	30.4	0.987	103.88333333333333	2.1813729279640626
Delaware	1985	0.14	12518000	0.3	144.5	28.5	1.052	107.56666666666666	2.2454152711496747
Delaware	1986	0.14	12569000	0.3	142.4	26.9	1.114	109.60833333333333	2.333459457158063
Delaware	1987	0.14	12441583	0.3	141	25.2	1.193	113.625	2.410600211221122
Delaware	1988	0.14	12472294	0.3	137.1	24.2	1.24	118.25833333333333	2.407401761679938
Delaware	1989	0.14	12115228	0.3	131.7	21.4	1.4	123.96666666666667	2.59287604194676
Delaware	1990	0.14	11701261	0.35	127.2	24.4	1.432	130.65833333333333	2.516312336245934
Delaware	1991	0.14	17463430	0.44	118.8	25.1	1.747	136.19166666666666	2.945106560606988
Delaware	1992	0.24	19489890	0.44	120	23.4	1.879	140.31666666666666	3.0745117971255493
Delaware	1993	0.24	20003796	0.48	123.8	31.5	1.525	144.45833333333334	2.4237391981540233
Delaware	1994	0.24	20705148	0.48	126.1	29.9	1.607	148.225	2.4891614167650533
Delaware	1995	0.24	21475896	0.48	127.2	28.4	1.691	152.38333333333333	2.5477967603631195
Delaware	1996	0.24	21924220	0.48	128.3	27.9	1.719	156.85	2.516228033152694
Delaware	1997	0.24	21609756	0.48	124.1	26.8	1.792	160.51666666666665	2.563164713944554
Delaware	1998	0.24	23095680	0.48	132.8	24.2	1.983	163.00833333333333	2.793003950718266
Delaware	1999	0.24	24551400	0.48	139.5	17.4	2.762	166.575	3.8069089959477713
Delaware	2000	0.24	25956720	0.58	140.7	20.1	2.887	172.2	3.849215975609756
Delaware	2001	0.24	26588160	0.58	141.4	18.3	3.171	177.06666666666666	4.1116683151355415
Delaware	2002	0.24	27218880	0.63	142.4	19.5	3.23	179.875	4.122781876302987
Delaware	2003	0.24	35223120	0.94	184.2	26.6	3.532	183.95833333333334	4.4081855999999995
Delaware	2004	0.55	72607229	0.94	176	27.6	3.411	188.88333333333333	4.146166361951822
Delaware	2005	0.55	82412306	0.94	178.8	27	3.484	195.29166666666666	4.095935201194794
Delaware	2006	0.55	86091401	0.94	183.6	26.4	3.56	201.59166666666667	4.054488429581249
Delaware	2007	0.55	88005886	1.54	185.2	36.3	4.239	207.34241666666668	4.69390075917092
Delaware	2008	1.15	118708899	1.54	133.3	36.5	4.215	215.3025	4.49476664228237
Delaware	2009	1.15	125387267	2.61	122.8	48.8	5.351	214.537	5.7265280254688005
Delaware	2010	1.6	128799000	2.61	95	46.8	5.577	218.0555	5.872083763078666
Delaware	2011	1.6	125650238	2.61	87.6	46.4	5.621	224.93916666666667	5.737294541116673
Delaware	2012	1.6	122961514	2.61	84.9	44.7	5.833	229.59391666666667	5.832976711418385
Delaware	2013	1.6	112948060	2.61	77.1	45	5.8	232.95708333333334	5.7162434425511135
Delaware	2014	1.6	105258270	2.61	71.2	44.9	5.818	236.73616666666666	5.642450381824492
Delaware	2015	1.6	104697728	2.61	70.1	44.5	5.86	237.017	5.676449284228558
Delaware	2016	1.6	102862770	2.61	68.1	43.6	5.993	240.00716666666668	5.732957345023724
Delaware	2017	1.6	110384640	3.11	72.6	47	6.618	245.11958333333334	6.198796739686582
Delaware	2018	2.1	122111640	3.11	64.2	45.4	6.846	251.10683333333333	6.259461987294916
District of Columbia	1970	0.04	5801000	0.12	200.4	36.8	0.326	38.825	1.927812440437862
District of Columbia	1971	0.04	6416000	0.12	213	35.6	0.337	40.49166666666667	1.9108336941757564
District of Columbia	1972	0.04	6532000	0.12	220.6	34.8	0.345	41.81666666666666	1.8942108808290157
District of Columbia	1973	0.06	8022000	0.14	209.4	38.9	0.36	44.4	1.8615648648648648
District of Columbia	1974	0.06	8165000	0.14	182.7	35.5	0.394	49.30833333333334	1.8345710731789757
District of Columbia	1975	0.06	7640000	0.14	176.5	29.3	0.478	53.81666666666667	2.039246590275627
District of Columbia	1976	0.1	10137000	0.21	167.7	40.5	0.519	56.90833333333333	2.0938720222580174
District of Columbia	1977	0.13	12669000	0.21	136.7	35.1	0.598	60.608333333333334	2.2653091819056783
District of Columbia	1978	0.13	11640000	0.21	130.3	35.4	0.593	65.23333333333333	2.08710243740419
District of Columbia	1979	0.13	11201000	0.21	128.5	32	0.656	72.575	2.075273964863934
District of Columbia	1980	0.13	11007000	0.21	129.7	30.4	0.69	82.40833333333333	1.9223683284457478
District of Columbia	1981	0.13	10873000	0.21	131.9	28.1	0.748	90.925	1.8887606708825955
District of Columbia	1982	0.13	10782000	0.21	132	24.3	0.863	96.5	2.053251388601036
District of Columbia	1983	0.13	10260000	0.29	124.5	29.4	0.985	99.6	2.270573343373494
District of Columbia	1984	0.13	9987000	0.29	124.6	28.9	1.004	103.88333333333333	2.2189447007861385
District of Columbia	1985	0.13	9874000	0.29	122.1	26.5	1.093	107.56666666666666	2.3329267028199565
District of Columbia	1986	0.13	9500000	0.29	117.2	25.8	1.125	109.60833333333333	2.3565007982969663
District of Columbia	1987	0.17	9595000	0.33	113	27.7	1.19	113.625	2.4045383498349833
District of Columbia	1988	0.17	10930000	0.33	105.4	24.3	1.359	118.25833333333333	2.6384346726798675
District of Columbia	1989	0.17	10717000	0.33	101.1	22.6	1.457	123.96666666666667	2.6984431379403064
District of Columbia	1990	0.17	8916000	0.33	84.1	23	1.433	130.65833333333333	2.5180695375980613
District of Columbia	1991	0.17	8439000	0.5	82.2	26.7	1.874	136.19166666666666	3.1592041754879765
District of Columbia	1992	0.17	14272000	0.7	82.6	33	2.121	140.31666666666666	3.470484045611118
District of Columbia	1993	0.5	20611000	0.89	68	41.8	2.131	144.45833333333334	3.386877528699163
District of Columbia	1994	0.5	21412000	0.89	54.1	40.1	2.219	148.225	3.437118347107438
District of Columbia	1995	0.65	21623000	0.89	57.9	38.2	2.332	152.38333333333333	3.5135789740785297
District of Columbia	1996	0.65	20596000	0.89	56	38.6	2.304	156.85	3.372536002550207
District of Columbia	1997	0.65	19199000	0.89	54.3	37.6	2.365	160.51666666666665	3.382748073927942
District of Columbia	1998	0.65	17952000	0.89	50.9	35.1	2.533	163.00833333333333	3.5676646531363425
District of Columbia	1999	0.65	17420000	0.89	50.8	27.5	3.24	166.575	4.465744079243584
District of Columbia	2000	0.65	17050000	0.99	50.2	27.9	3.554	172.2	4.738522195121951
District of Columbia	2001	0.65	16329000	0.99	43.9	26.7	3.714	177.06666666666666	4.815747752259036
District of Columbia	2002	0.65	16465000	1.04	44.4	27.3	3.811	179.875	4.864372052814454
District of Columbia	2003	1	20488000	1.39	45.6	33.9	4.104	183.95833333333334	5.122082022197055
District of Columbia	2004	1	21633000	1.39	38.4	33.1	4.197	188.88333333333333	5.10157145151328
District of Columbia	2005	1	20674000	1.39	37.3	32.7	4.256	195.29166666666666	5.003530486878601
District of Columbia	2006	1	23219000	1.39	42.2	32.8	4.235	201.59166666666667	4.8232467694597165
District of Columbia	2007	1	22167000	1.39	38.1	32.3	4.3	207.34241666666668	4.761446865872837
District of Columbia	2008	1	22865000	2.39	38.1	46.9	5.096	215.3025	5.434242184832968
District of Columbia	2009	2	33245000	3.51	33.4	52.5	6.688	214.537	7.157357397558463
District of Columbia	2010	2.5	32258549	3.51	23.1	49.2	7.13	218.0555	7.507254299937402
District of Columbia	2011	2.5	36360219	3.87	24.2	54.4	7.113	224.93916666666667	7.260162972951947
District of Columbia	2012	2.86	34148060	3.87	20	52.5	7.366	229.59391666666667	7.365970590829388
District of Columbia	2013	2.86	34304210	3.87	18.6	52.4	7.39	232.95708333333334	7.283282593181505
District of Columbia	2014	2.86	30467365	3.87	16.2	52.9	7.312	236.73616666666666	7.091371122705516
District of Columbia	2015	2.9	30616929	3.91	15.8	52.1	7.509	237.017	7.273798238101064
District of Columbia	2016	2.91	29405456	3.93	14.8	51	7.704	240.00716666666668	7.369715232114595
District of Columbia	2017	2.92	26237239	3.95	13.2	49.8	7.936	245.11958333333334	7.433310807819993
District of Columbia	2018	2.94	26287476	5.95	12.9	60.3	9.863	251.10683333333333	9.017977443863535
Florida	1970	0.15	117819000	0.23	123.6	52.5	0.438	38.825	2.5901283708950418
Florida	1971	0.15	126319000	0.25	123	53.4	0.468	40.49166666666667	2.653620679152089
Florida	1972	0.17	151859000	0.25	126	52.7	0.474	41.81666666666666	2.60248103626943
Florida	1973	0.17	163632000	0.25	132.6	52	0.481	44.4	2.4872575
Florida	1974	0.17	177469000	0.25	136	48.4	0.517	49.30833333333334	2.4072924995774883
Florida	1975	0.17	181452000	0.25	131.9	44.7	0.559	53.81666666666667	2.384809296995974
Florida	1976	0.17	185059000	0.25	130.3	44.7	0.559	56.90833333333333	2.2552494420852254
Florida	1977	0.17	190607000	0.29	133.1	43.7	0.663	60.608333333333334	2.5115384408084696
Florida	1978	0.21	236587000	0.29	133.4	43.6	0.665	65.23333333333333	2.3405111650485435
Florida	1979	0.21	244444000	0.29	135.4	41.6	0.698	72.575	2.2081421150533926
Florida	1980	0.21	258648000	0.29	139	39.8	0.728	82.40833333333333	2.0282378885630497
Florida	1981	0.21	271618000	0.29	132.8	36.7	0.79	90.925	1.9948140775364311
Florida	1982	0.21	281771000	0.29	131.8	32	0.905	96.5	2.1531778756476685
Florida	1983	0.21	278995000	0.37	127.6	37.3	0.993	99.6	2.289014548192771
Florida	1984	0.21	283263000	0.37	124.7	35.5	1.042	103.88333333333333	2.302928663564897
Florida	1985	0.21	291172000	0.37	124.2	32.5	1.138	107.56666666666666	2.428975835140997
Florida	1986	0.21	295577556	0.4	124.7	33.1	1.208	109.60833333333333	2.5303581905268757
Florida	1987	0.24	351727705	0.4	125.1	30.5	1.305	113.625	2.636909702970297
Florida	1988	0.24	350159584	0.4	119.5	28.6	1.398	118.25833333333333	2.7141513409907687
Florida	1989	0.24	341991205	0.4	113.8	26.5	1.501	123.96666666666667	2.7799335278300616
Florida	1990	0.24	330390606	0.499	110.1	28.5	1.748	130.65833333333333	3.0715879635180814
Florida	1991	0.24	443173112	0.539	98.2	28.8	1.87	136.19166666666666	3.152460943523221
Florida	1992	0.339	430165803	0.539	95.9	27.8	1.937	140.31666666666666	3.169414236845231
Florida	1993	0.339	427857405	0.579	96.8	33.7	1.716	144.45833333333334	2.7273025993654456
Florida	1994	0.339	428232716	0.579	93.6	33.4	1.733	148.225	2.6843290200708383
Florida	1995	0.339	447593128	0.579	95.4	32.2	1.798	152.38333333333333	2.7090115760691242
Florida	1996	0.339	439057697	0.579	91.8	31.7	1.827	156.85	2.6743156582722345
Florida	1997	0.339	454116714	0.579	93	30.2	1.918	160.51666666666665	2.7433872328937805
Florida	1998	0.339	447713978	0.579	91.7	26.9	2.156	163.00833333333333	3.036669953478861
Florida	1999	0.339	438240758	0.579	88.2	20.2	2.863	166.575	3.946118919405673
Florida	2000	0.339	426268878	0.679	82.5	22.5	3.023	172.2	4.030543780487805
Florida	2001	0.339	425732302	0.679	78.6	20.4	3.324	177.06666666666666	4.310055338855421
Florida	2002	0.339	432429797	0.729	77.9	21.5	3.391	179.875	4.328282768589298
Florida	2003	0.339	426546465	0.729	76.7	22	3.312	183.95833333333334	4.1336100530011315
Florida	2004	0.339	427985959	0.729	74.2	22.5	3.247	188.88333333333333	3.9468197529339095
Florida	2005	0.339	443845242	0.729	75.3	21.2	3.433	195.29166666666666	4.035977481544698
Florida	2006	0.339	432823038	0.729	71.9	21.2	3.435	201.59166666666667	3.9121257740481994
Florida	2007	0.339	428877036	0.729	69.9	20.2	3.606	207.34241666666668	3.992971487985453
Florida	2008	0.339	410912748	0.729	67.9	20.4	3.566	215.3025	3.802689880516947
Florida	2009	0.339	426710826	2.349	70.6	42.9	5.475	214.537	5.8592302260216185
Florida	2010	1.339	1242236429	2.349	50	42.5	5.527	218.0555	5.819438221003369
Florida	2011	1.339	1250816674	2.349	49.7	42.6	5.519	224.93916666666667	5.633184232774046
Florida	2012	1.339	1171575000	2.349	45.9	42.3	5.549	229.59391666666667	5.548977845304409
Florida	2013	1.339	1146480000	2.349	44.3	42.2	5.572	232.95708333333334	5.491535941706001
Florida	2014	1.339	1109443220	2.349	42.4	42.3	5.548	236.73616666666666	5.380597235882139
Florida	2015	1.339	1116457891	2.349	41.9	40.9	5.744	237.017	5.564082711366695
Florida	2016	1.339	1127472852	2.349	41.5	40.6	5.789	240.00716666666668	5.537809122366484
Florida	2017	1.339	1120838366	2.349	40.6	39.1	6.006	245.11958333333334	5.625562589688366
Florida	2018	1.339	1079117307	2.349	38.4	38.3	6.13	251.10683333333333	5.6048060155007065
Georgia	1970	0.08	40789310	0.16	109.9	44.7	0.358	38.825	2.1170455634256276
Georgia	1971	0.12	49778215	0.2	115.7	48.9	0.409	40.49166666666667	2.3190830294299234
Georgia	1972	0.12	65455470	0.2	117	47.2	0.424	41.81666666666666	2.327957720207254
Georgia	1973	0.12	67860659	0.2	119.8	47.2	0.424	44.4	2.19250972972973
Georgia	1974	0.12	71030901	0.2	123.7	44.9	0.445	49.30833333333334	2.072040932905188
Georgia	1975	0.12	72017668	0.2	122.9	41.8	0.479	53.81666666666667	2.043512796531434
Georgia	1976	0.12	74434653	0.2	125.9	40.4	0.495	56.90833333333333	1.997045570361693
Georgia	1977	0.12	75841237	0.2	127.9	36.6	0.547	60.608333333333334	2.072113917228104
Georgia	1978	0.12	78514059	0.2	130.6	35.3	0.566	65.23333333333333	1.9920741645375573
Georgia	1979	0.12	79159343	0.2	131	33.7	0.593	72.575	1.8759717395797448
Georgia	1980	0.12	81529217	0.2	134	31.9	0.626	82.40833333333333	1.7440617008797654
Georgia	1981	0.12	85549591	0.2	131.7	29.5	0.678	90.925	1.712004993126203
Georgia	1982	0.12	86890317	0.2	131.2	25.3	0.789	96.5	1.8771904352331608
Georgia	1983	0.12	86120722	0.28	128.6	32.3	0.868	99.6	2.000870722891566
Georgia	1984	0.12	86489648	0.28	126.3	30.9	0.907	103.88333333333333	2.00456458527194
Georgia	1985	0.12	90152759	0.28	128.8	28	1.001	107.56666666666666	2.136559587852494
Georgia	1986	0.12	91320117	0.28	129	27	1.039	109.60833333333333	2.1763594039382648
Georgia	1987	0.12	91904935	0.28	129.3	25.7	1.092	113.625	2.2065175445544556
Georgia	1988	0.12	92494239	0.28	124.1	22.9	1.224	118.25833333333333	2.3763385131421324
Georgia	1989	0.12	89778112	0.28	117.1	21.1	1.323	123.96666666666667	2.450267859639688
Georgia	1990	0.12	86697410	0.28	113.8	20.3	1.382	130.65833333333333	2.4284522686395813
Georgia	1991	0.12	85503524	0.32	109.6	20.1	1.595	136.19166666666666	2.6888637459462763
Georgia	1992	0.12	85101224	0.32	109.2	19.1	1.672	140.31666666666666	2.7358082622639266
Georgia	1993	0.12	86596441	0.36	109.2	24.4	1.478	144.45833333333334	2.349040350735506
Georgia	1994	0.12	86833821	0.36	107.8	23.4	1.538	148.225	2.382283919716647
Georgia	1995	0.12	82956521	0.36	100.3	23.1	1.561	152.38333333333333	2.351928292682927
Georgia	1996	0.12	87807683	0.36	102.7	22.7	1.589	156.85	2.3259373732865796
Georgia	1997	0.12	88830820	0.36	100.6	21.3	1.687	160.51666666666665	2.412979281486866
Georgia	1998	0.12	88635996	0.36	100.5	19.1	1.88	163.00833333333333	2.6479311282654256
Georgia	1999	0.12	87120120	0.36	97.1	14	2.574	166.575	3.547785574065736
Georgia	2000	0.12	84389385	0.46	88.1	16	2.878	172.2	3.8372163414634146
Georgia	2001	0.12	83450171	0.46	85.9	15	3.069	177.06666666666666	3.9794102993222893
Georgia	2002	0.12	79538401	0.51	79.5	16.2	3.156	179.875	4.028328050034746
Georgia	2003	0.12	83606208	0.76	83.1	23	3.309	183.95833333333334	4.129865840996602
Georgia	2004	0.37	219060809	0.76	68.1	22.6	3.362	188.88333333333333	4.086605484867202
Georgia	2005	0.37	231565881	0.76	70.2	21.8	3.483	195.29166666666666	4.094759559633028
Georgia	2006	0.37	229086518	0.76	68.2	21.7	3.498	201.59166666666667	3.9838765524368567
Georgia	2007	0.37	224122904	0.76	64.7	20.8	3.655	207.34241666666668	4.047229835991911
Georgia	2008	0.37	217615500	0.76	61.6	20.9	3.638	215.3025	3.8794688124847596
Georgia	2009	0.37	210616950	1.38	58.8	30.5	4.531	214.537	4.848981215361452
Georgia	2010	0.37	201281850	1.38	55.3	30.2	4.573	218.0555	4.814961278206696
Georgia	2011	0.37	194648490	1.38	54.3	29.8	4.637	224.93916666666667	4.7329362723995745
Georgia	2012	0.37	192791460	1.38	53.1	30.6	4.506	229.59391666666667	4.505982009540758
Georgia	2013	0.37	182965037	1.38	49.9	30.2	4.563	232.95708333333334	4.497106694544953
Georgia	2014	0.37	181007346	1.38	49	28.8	4.793	236.73616666666666	4.6483782537100025
Georgia	2015	0.37	176620010	1.38	47.3	28.6	4.82	237.017	4.669024837880827
Georgia	2016	0.37	178868901	1.38	47.3	28.1	4.919	240.00716666666668	4.70555934926943
Georgia	2017	0.37	173981707	1.38	45.6	27.6	5.005	245.11958333333334	4.687968824740305
